Username,Name,Followers,Following,Investor Score,Can DM,Reason,URL
SystemSculpt,Mike (SystemSculpt),823,183,60,True,"Authentic human with personal details (Chicago-born, RuneScape private server era, CLI maxxer since 2005) and specific interests. Shows early adopter mindset ('first to discover/test the next best thing'), which aligns with investor/alpha signals for tech and crypto. Suitable for DM as a peer interested in innovation.",https://x.com/SystemSculpt
yhtoto1,dklove,477,962,60,True,"Authentic human with personal interest in Tesla (TESLAM since 2020), but bio lacks explicit investor keywords; moderate investor signal due to potential tech/crypto interest implied by Tesla focus.",https://x.com/yhtoto1
AusyOcean,Hong,408,605,60,True,"Authentic human with personal interests in Tesla and SpaceX, indicating potential tech/investor alignment; bio includes philosophical elements but not generic bot-like quotes; high tweet count suggests active engagement; investor signals moderate due to lack of explicit investor keywords but strong tech focus.",https://x.com/AusyOcean
NecheXTech,NecheX,387,243,60,True,"Bio shows authentic personal interests in systems thinking and innovation, not generic bot language. Keywords like 'build' and 'technology' suggest potential investor/entrepreneur alignment, but lacks direct investment signals like 'investor' or 'crypto'.",https://x.com/NecheXTech
RuhanVarma,Ruhan Varma,218,390,60,True,"Authentic human with personal interest in Tesla and FSD, indicating potential alignment with tech/investor themes; moderate investor signal due to lack of explicit investor keywords but high DM suitability as a peer in tech/automotive space.",https://x.com/RuhanVarma
dheerajkamra1,Dheeraj Kamra,193,357,60,True,Authentic human with personal name and bio indicating founder role; investor signals moderate due to founder keyword but limited to health sector; suitable for DM as professional peer.,https://x.com/dheerajkamra1
AIOptimist1,TheAIOptimist,86,372,60,True,"Bio shows authentic personal interests in AI and crypto with a positive, human-centric tone; includes keywords like 'crypto' and 'Technology', but lacks direct investor signals like 'Investor' or 'Founder'; follower-following ratio suggests genuine engagement.",https://x.com/AIOptimist1
Hermuse794,hermuse,70,481,60,True,"Authentic human with founder role and specific project links, but limited investor keywords and low follower count reduce confidence.",https://x.com/Hermuse794
Anujceo,Anuj,16,401,60,True,"Authentic human with unique bio covering diverse interests (Global Affairs, AI, Business, Space Enthusiast), no bot-like generic content. Shows investor/alpha potential with keywords like 'AI' and 'Business', but lacks direct investor terms (e.g., Investor, VC). DM suitable as a professional peer in tech/business fields.",https://x.com/Anujceo
jonathan_feng,Jonathan Feng,1337,431,40,True,"Authentic human with personal name and bio indicating professional role at xai, but lacks explicit investor keywords; moderate investor potential based on tech industry connection.",https://x.com/jonathan_feng
JH7380NJ,NurseToInvestor101,1324,328,40,True,"Authentic human with personal details (Taiwanese American, Christian, lifestyle values), but lacks direct investor keywords; bio focuses on personal identity and faith, not professional or investment signals.",https://x.com/JH7380NJ
MancerAI_,MancerAI,1262,1056,40,True,"Authentic human with unique bio detailing AI development, physics background, and personal interests; lacks direct investor keywords but shows potential as a tech peer for DM engagement.",https://x.com/MancerAI_
tslabeatpodcast,Tesla Beat Podcast,1179,13,40,True,"Authentic human-run podcast with specific Tesla focus, hosts listed, and consistent activity. Moderate investor signal due to Tesla content but not direct investor keywords.",https://x.com/tslabeatpodcast
hyperiongr,Konstantinos,1204,1060,40,True,"Authentic human with unique personal details (name, nationalities, interests in space, physics, robotics, political leaning, and specific Martian location). Bio lacks direct investor keywords but shows techno-optimism and futuristic interests, suggesting potential alignment with tech/investment communities. DM suitability moderate as a peer in tech/innovation.",https://x.com/hyperiongr
DouglasHoang,GR0K3 @ Douglas VX Hoang,1186,679,40,True,"Authentic human with detailed professional bio including Corporate Finance Accountant, Real Estate Agent, and Import/Export Consultant. No direct investor keywords like 'Investor' or 'VC', but finance and real estate roles suggest potential financial acumen. Bio is specific and personal, not generic or bot-like.",https://x.com/DouglasHoang
SpaceportWill,Will Brown,1093,1190,40,True,"Authentic human with unique bio about spaceport real estate, but lacks direct investor keywords; moderate follower count suggests real engagement.",https://x.com/SpaceportWill
AlvigodOP,Alvin,1059,1020,40,True,"Bio shows unique personal traits (e.g., 'Introvert irl, extrovert online', 'Centrist Dude on X') and specific interests ('Accelerationist believer', 'OpenSource'), indicating authenticity. No direct investor keywords, but terms like 'Accelerationist' and 'OpenSource' suggest tech/innovation interest, though not strongly aligned with traditional investment signals.",https://x.com/AlvigodOP
bettina_hauge,Bettina Hauge 🇩🇰🇪🇺✨🚀,1012,475,40,True,"Authentic human with personal details (Danish/EU flags, interests in space/engineering), but bio lacks direct investor keywords; investor score moderate due to potential tech/entrepreneurial overlap.",https://x.com/bettina_hauge
Nextllive,Next🇺🇸❤️,1004,772,40,True,"Bio shows authentic human interests in peace and technology with a unique perspective on multiplanetary survival, but lacks direct investor keywords; follower/following ratio and high tweet count suggest active engagement, though investor signals are moderate.",https://x.com/Nextllive
CVincente19,Christian Vincente,1022,715,40,True,"Authentic human with personal details (age, university, field of study) and a genuine bio expressing interest in building the future. Moderate investor signal from 'build the future' suggesting potential in tech/engineering, but lacks direct investor keywords like 'investor' or 'founder'. DM suitability is moderate as a peer in tech/engineering.",https://x.com/CVincente19
CoreyNoles,Corey Noles,936,1288,40,True,"Authentic human with unique bio details (Editor, Podcast Host, Agent Architect, personal interests in vinyl and StL location). Low investor signal as bio focuses on AI/tech media and creative roles rather than direct investment keywords, but suitable for professional DM due to tech/entrepreneurial overlap.",https://x.com/CoreyNoles
raketstar2,Raket,817,555,40,True,"Bio contains unique personal details (Anne R. B. Roberts, specific projects like 90's AI zine, Y2K problem, IEEE involvement) indicating authenticity. No direct investor keywords, but technical background (IEEE, AMD) suggests potential for tech/entrepreneurial interest, though not explicitly financial.",https://x.com/raketstar2
peterlemz,mostly tesla things,794,1198,40,True,"Username is personal (peterlemz), name suggests niche interest in Tesla, high tweet count (8355) indicates active human engagement, but bio is empty and following/follower ratio suggests casual user rather than clear investor signal.",https://x.com/peterlemz
Jays200,Jays,784,572,40,True,"Authentic human with unique personal story about Tesla Model X adventure, indicating real-world interests and experiences. Bio lacks direct investor keywords but shows affinity for Tesla/tech, suggesting potential for investment interest. High tweet count and moderate follower ratio support human activity.",https://x.com/Jays200
dbAchchat,bAchchat 🥖🏃,742,538,40,True,"Authentic human with unique bio referencing 'breadchasing' and 'paying bills with jpegs', indicating crypto/NFT interest. Moderate investor signal due to crypto involvement but lacks explicit investor keywords like 'investor' or 'VC'.",https://x.com/dbAchchat
luizfl,Luizfl,726,245,40,True,"Authentic human with personal religious and patriotic elements in bio, includes stock market interest but lacks strong investor keywords; moderate signal due to US stock market mention but not explicitly investor-focused.",https://x.com/luizfl
DakshantSharma,Dakshant Sharma,661,973,40,True,"Authentic human with personal details (name, profession as Data Engineer, specific support for Elon Musk). Bio includes 'supporting @elonmusk for Free Speech', which aligns with investor/alpha signals related to tech and free speech interests. However, lacks direct investor keywords like 'Investor' or 'VC', and high tweet count (51177) may indicate bot-like activity but balanced by professional context and specific interests.",https://x.com/DakshantSharma
anilsinghpnb,Tesla Singh 🌍,627,266,40,True,"Authentic human with personal name and location reference in username, but bio is generic 'Tech Enthusiast' with no strong investor keywords; high tweet count suggests active user, but limited alpha signals.",https://x.com/anilsinghpnb
jinfeng,Jin Feng,602,574,40,True,"Authentic human with unique personal details (ex-Twitter/Microsoft engineer, specific interests in space/engineering/physics). Bio lacks direct investor keywords but shows high technical expertise and professional background, suggesting potential for investment interest in tech/engineering fields. DM suitable for professional peer engagement.",https://x.com/jinfeng
MKoscP,Michael Krupp,537,315,40,True,"Authentic human with a unique name and bio expressing admiration for Elon Musk, but lacks direct investor keywords or professional signals; moderate score due to potential interest in tech/entrepreneurship.",https://x.com/MKoscP
ElonTopic,イーロンマスク日本語 ElonTopic,536,379,40,True,"Authentic human with unique Japanese-focused bio on Elon Musk topics, but lacks direct investor keywords; signals interest in tech/crypto trends, suitable for DM as a niche enthusiast.",https://x.com/ElonTopic
Justoneofthose1,Life!Moments are what it is about.,535,321,40,True,"Authentic human with personal interests (Family, friends, Tesla, Traveling, Tech, Energy) and specific details, but lacks direct investor keywords; moderate potential due to tech/energy mentions.",https://x.com/Justoneofthose1
abingos2,P.F Strawson,526,935,40,True,"Authentic human with unique bio covering technology, digital intelligence, and politics, plus specific location (Abia). Moderate investor signal from 'Technology' keyword, but lacks direct investor terms like 'Investor' or 'VC'. High tweet count suggests active user, suitable for professional DM.",https://x.com/abingos2
mrdanielbar,NPCicero ⚔️,517,719,40,True,"Bio shows authentic human traits with unique, humorous phrases (e.g., 'Space faring caveman', 'Futuristic luddite') and personal interests, but lacks direct investor keywords; investor score is moderate due to potential alignment with tech/crypto culture from terms like 'XLLM', 'FAFO', and 'LFG'.",https://x.com/mrdanielbar
yancy_the_bull,Yancy,497,1075,40,True,"Authentic human with personal bio expressing belief in passion, includes #btc indicating crypto interest, but lacks strong investor keywords like investor, founder, or equity; moderate follower count and high tweet volume suggest genuine activity.",https://x.com/yancy_the_bull
joshuaarey,Joshua Arey,382,734,40,True,"Authentic human with personal name and mission-driven bio, but lacks direct investor keywords; bio focuses on financial empowerment which may indicate interest in finance or investing, but not explicitly an investor.",https://x.com/joshuaarey
Brodde4Real,Stefan Broddesson 🇸🇪,374,87,40,True,"Authentic human with personal details (name, flag), but bio lacks clear investor keywords; moderate follower count and high tweet volume suggest active user, though investor signals are weak.",https://x.com/Brodde4Real
Z4chOnEarth,Zach,374,788,40,True,"Authentic human with personal details (age, name, interests), but investor signals are weak; bio includes 'Entrepreneur' which is a positive keyword, but lacks strong investor/alpha terms like 'Investor' or 'VC'. High tweet count suggests active user, suitable for DM as a peer in entrepreneurial space.",https://x.com/Z4chOnEarth
rayanabdulcader,Rayan A Cader,366,690,40,True,"Authentic human with personal interests in gaming, tech, and AI; bio is unique and not generic. Moderate investor signal due to tech/AI focus, but lacks explicit investor keywords like 'investor' or 'founder'. Suitable for DM as a peer in tech/AI space.",https://x.com/rayanabdulcader
davidravenx,THE RAVEN’S CALL,350,626,40,True,"Authentic human with personal bio details (Author, Communicator, use of Grok for grammar), but lacks direct investor keywords; moderate follower count and high tweet volume suggest active user, though bio is somewhat generic and not strongly aligned with investor/alpha signals.",https://x.com/davidravenx
yinkadeniran,Yinka Adeniran,322,44,40,True,"Authentic human with personal details (name, role as professor, company affiliation), but bio lacks direct investor keywords; focus on building a health group and Africa-related insights suggests potential as a professional peer, though not a strong investor signal.",https://x.com/yinkadeniran
TheRusoaica,MA,308,572,40,True,"Bio shows personal interests (Love, Security, Privacy, Innovation, Art) and community-building focus, indicating authenticity. Lacks direct investor keywords, but mentions 'Innovation' and 'community of innovation' suggest potential alignment with entrepreneurial themes, though not strongly investor-specific.",https://x.com/TheRusoaica
ChrisMonti72,Christian Montén,289,382,40,True,"Authentic human with personal interests (golf, martial arts, sustainability) and specific mentions of Tesla and PV (likely solar power), but lacks direct investor keywords; moderate follower count and high tweet volume suggest genuine user, though investor signal is low.",https://x.com/ChrisMonti72
LRodz1968,LILLY,286,576,40,True,"Authentic human with personal details (proud mom, specific interests in Elon Musk, SpaceX, Tesla, Neuralink). Bio shows genuine enthusiasm and personal identity, not generic bot content. Investor signals are moderate due to interest in tech/entrepreneurial topics like Tesla and SpaceX, but lacks direct investor keywords (e.g., investor, founder, VC). Suitable for DM as a peer in tech/innovation circles.",https://x.com/LRodz1968
RealGautamAtri,Gautam Atri - Realty & Mortgage,281,608,40,True,"Authentic human with specific personal and professional details (name, company, DRE/NMLS numbers, location). Bio indicates real estate professional, not a bot. Investor score moderate due to focus on real estate/mortgage, which may align with investment interests but lacks direct crypto/tech/VC keywords.",https://x.com/RealGautamAtri
justBill,Bill,260,215,40,True,"Authentic human with personal details (software building, AI interest, lifting), but lacks direct investor keywords; potential as a tech peer for DM engagement.",https://x.com/justBill
AIbolic,AIbolic - AI and Tech,194,226,40,True,"Authentic human with unique bio focused on AI and tech, includes personal email and community leadership, but lacks direct investor keywords; suitable for DM as a professional peer in tech.",https://x.com/AIbolic
monzi64,Simon,170,20,40,True,"Authentic human with personal interests (adventures, fitness, author) and specific fandom (Tesla & SpaceX). Moderate investor signal due to Tesla mention, but lacks direct investor keywords like 'investor' or 'entrepreneur'.",https://x.com/monzi64
SpacePiccasso,CALITORIA,143,791,40,True,"Bio contains specific interests like EVs, NASA, and mentions of companies (e.g., $D, RYANAIR, XAI) that suggest a real person with niche tech/space focus, but lacks direct investor keywords; authenticity is high due to unique details, though investor signal is moderate.",https://x.com/SpacePiccasso
OneCheckmark,OneCheckmark,141,95,40,True,"Bio shows authentic human interests (technology, astronomy, science, AI, e-mobility) with a personal touch ('making a better world'), but lacks direct investor keywords; moderate follower count and high tweet volume suggest real user, though investor signal is low.",https://x.com/OneCheckmark
DominikBTC,IlrazzodiElon,138,110,40,True,"Authentic human with unique bio expressing personal views on free markets and development, but lacks direct investor keywords; username suggests crypto interest, but limited follower count and high tweet volume may indicate lower influence.",https://x.com/DominikBTC
ishan__1111,Ishan,112,373,40,True,"Authentic human with specific details in bio (defence/aerospace company, Build Canada) and personal name, but lacks direct investor keywords; moderate follower count and high following suggest potential for networking, though not explicitly an investor.",https://x.com/ishan__1111
bernieoffsesame,Bernie Man,107,141,40,True,"Authentic human with unique, self-deprecating bio indicating personal interests in biotech and AI; low follower count and specific content suggest genuine user, but bio explicitly disclaims investment advice, reducing investor signal.",https://x.com/bernieoffsesame
virag_1513,Virag_ik,104,394,40,True,"Authentic human with personal interests in rockets/space tech and a data scientist role, but limited investor signals; bio is brief but specific, and follower/following ratio suggests genuine activity.",https://x.com/virag_1513
iamrafagarcia,Rafael Garcia,94,1046,40,True,"Authentic human with unique bio ('Techno-Optimista', 'Shallow deepness connoisseur') and personal details (name, Costa Rican flag, pirate flag). Low investor signal due to lack of explicit keywords like investor or founder, but potential for tech interest suggests some suitability for peer DM.",https://x.com/iamrafagarcia
prxgaurav,Gaurav Upadhyay,75,694,40,True,"Authentic human with personal details (name, specific interests in esports and sports teams), but bio focuses on software engineering and founding a gaming company, with limited direct investor keywords; moderate potential as a tech/entrepreneur peer.",https://x.com/prxgaurav
MjYoke1111,MJ YOKE,61,1376,40,True,"Bio shows authentic personal interests in AI/LLM and tech building, with specific links, but lacks direct investor keywords; follower-following ratio suggests real user engagement, though investor signals are moderate.",https://x.com/MjYoke1111
akrawec39,Alexander Krawec,55,152,40,True,"Authentic human with personal details (name, sports fandom, job at xAI), but bio lacks direct investor keywords; moderate follower count suggests real user, but limited investor signals.",https://x.com/akrawec39
CurtisRummel,Curtis Rummel,1411,868,30,True,"Authentic human with personal interests (USA & capitalism), but lacks direct investor/alpha keywords; bio is generic and not specific to investing or tech, reducing investor potential.",https://x.com/CurtisRummel
swdesertgirl,swdesertgirl,1332,1077,30,True,"Authentic human with specific professional details in healthcare strategy and business development, but lacks direct investor/alpha keywords; low investor signal.",https://x.com/swdesertgirl
F_Botha_USA,Francois Botha,1137,807,30,True,"Authentic human with unique bio detailing personal identity (Afrikaner-American, ASU), interests (tech, politics, social issues), and humor. No generic bot signals. Investor score moderate due to tech-savvy mention but lacks direct investor keywords like 'Investor' or 'VC'; focus is on societal commentary rather than investment.",https://x.com/F_Botha_USA
karaebel,Kara,1129,418,30,True,"Authentic human with specific professional details (Video Content Design at xAI and Grok), unique bio, and realistic follower/following ratio. Low investor signal as bio lacks direct investment keywords, but suitable for DM as a professional peer in tech.",https://x.com/karaebel
TeslaYRose,Marianne Clausi Johnson,1123,973,30,True,"Authentic human with personal bio details (pro-American, creativity, humor, S.T.E.M advocacy), but lacks direct investor/alpha signals like 'Investor', 'VC', or 'Crypto'; bio suggests general interests rather than professional investment focus.",https://x.com/TeslaYRose
r0nnyb0y,إدغار,1058,471,30,True,"Authentic human with personal interests in sports and rockets, but lacks explicit investor keywords; low investor signal due to no direct financial or entrepreneurial indicators.",https://x.com/r0nnyb0y
torgeirstoen,Torgeir Støen,1024,418,30,True,"Authentic human with personal details (psychologist, dog owner, interests in curiosity and X), but lacks direct investor/alpha signals like 'Investor', 'Founder', or crypto/tech keywords; bio suggests a professional peer but not a strong investment focus.",https://x.com/torgeirstoen
El_lee_Dare,EK,1003,783,30,True,"Authentic human with personal bio elements (Star Wars quote, disclaimer on likes/RTs), but lacks clear investor/alpha signals; low investor score due to absence of keywords like investor, founder, or crypto.",https://x.com/El_lee_Dare
AAristi1976,Andres Aristizabal,966,293,30,True,"Authentic human with personal details (name, profession, specific interests in technology and music), but bio lacks direct investor/alpha signals; investor score is moderate due to tech interest and professional background, but no explicit investment-related keywords.",https://x.com/AAristi1976
iksammy1,iksammy1,955,147,30,True,"Authentic human with personal bio details (agriculturist, technology marketer, projects), but lacks strong investor/alpha signals; bio is generic and not focused on investment or high-value tech/entrepreneurship keywords.",https://x.com/iksammy1
CODE_XApp,Brendan Miller,953,1372,30,True,"Authentic human with unique bio detailing independent software project, but lacks direct investor/alpha signals; bio focuses on privacy and coding, not investment or entrepreneurial keywords.",https://x.com/CODE_XApp
JohnDogeco,John Dogeco,913,1470,30,True,"Bio shows authentic personal interests (Bengali Doge, political commentary) and humor, indicating a human user. However, lacks direct investor/alpha signals like 'Investor' or 'Crypto'; focus is on Dogecoin community and memes, with moderate follower count and high tweet volume suggesting active engagement but not necessarily professional investment orientation.",https://x.com/JohnDogeco
kktwd761,Lucky.D,850,1190,30,True,"Authentic human with personal details (Model Y owner), but limited investor signals; bio lacks keywords like investor or founder, suggesting general interest rather than professional investment focus.",https://x.com/kktwd761
LisaMarie10369,LisaMarie,831,110,30,True,"Authentic human with personal name and bio focused on ethical leadership and humanity, but lacks direct investor keywords; bio suggests potential for professional engagement but not strong alpha signals.",https://x.com/LisaMarie10369
rose_1024nu,Rose,799,602,30,True,"Authentic human with specific personal interests (space, rocketry, Florida-based, KSC launch watcher) and a genuine, non-generic bio. No clear investor/alpha signals like 'investor' or 'founder' keywords, but potential for aerospace industry interest.",https://x.com/rose_1024nu
CarpenterWarren,Warren Carpenter 🇺🇸🇺🇸🇺🇸,742,306,30,True,"Authentic human with political background (Finance Chair, Political Director) and specific location/affiliations (MIGOP, MAGA), but lacks direct investor/alpha signals like 'Investor', 'VC', or tech/crypto keywords; may have financial experience but not clearly aligned with investment focus.",https://x.com/CarpenterWarren
MDNGHTPRPHT,MDNGHTPRPHT,596,794,30,True,"Authentic human with personal details (veteran, location NC), but bio lacks investor keywords; low investor signal despite high tweet volume.",https://x.com/MDNGHTPRPHT
marshallfrith,Marshall Frith,571,1448,30,True,"Authentic human with personal details (location: Old Town, interests: golf, sports teams), but lacks direct investor keywords; bio suggests casual or personal focus rather than professional investment signals.",https://x.com/marshallfrith
TheBryJack,Bryan J,571,185,30,True,"Authentic human with unique bio ('based | curious | skill collector | Mic check? This thing on?') and personal name 'Bryan J', but lacks explicit investor keywords; moderate follower count and high tweet volume suggest active user, but no clear alpha signals for investment focus.",https://x.com/TheBryJack
iOutatime,Mason Fowlkes,540,290,30,True,"Authentic human with a unique bio referencing a movie quote, personal name, and moderate follower count. Low investor signal due to lack of keywords like investor, founder, or crypto; bio is philosophical rather than professional.",https://x.com/iOutatime
garcia590,Garcia,528,1097,30,True,"Bio shows unique, philosophical language with personal interests like 'Observation & Hypothesis' and 'Pattern Recognition', indicating authenticity. Lacks direct investor keywords, but 'CyberSpace Expedition' and 'Collecting Puzzle Pieces of Ideas' suggest intellectual curiosity, potentially relevant for tech or crypto contexts. High tweet count and moderate follower ratio support human activity, though investor signals are weak.",https://x.com/garcia590
raider99k,Pasquale,514,384,30,True,"Authentic human with specific academic and professional details (mechatronics, perception, driverless), but bio lacks direct investor/alpha keywords; focus appears technical/engineering rather than investment-oriented.",https://x.com/raider99k
xyzthompson,Crucial Machine,475,131,30,True,"Authentic human with personal details (Virginia, SWE), but bio lacks direct investor keywords; investor score low due to focus on software engineering rather than investment signals.",https://x.com/xyzthompson
Rasheed_Finance,روقان بالك راس مالك,465,396,30,True,"Authentic human with personal opinions and location-specific content, but bio lacks investor keywords and focuses on non-financial sentiments, reducing investor signal.",https://x.com/Rasheed_Finance
vibecoder,vibecoder,454,105,30,True,"Authentic human with specific role (AI-centric Design Manager) and company mention (UCDOps), but bio lacks direct investor keywords; moderate follower count and high tweet volume suggest active user, though focus on design/tech may indicate lower investor potential.",https://x.com/vibecoder
jimmyzdivebar,Jimmy Z,437,381,30,True,"Authentic human with personal interests (cocktails, whiskey, SWFL vibes) and unique bio; low investor signal as keywords focus on hobbies and AI/Elon fandom without direct investment terms.",https://x.com/jimmyzdivebar
konspieracy,Konstantin,431,973,30,True,"Authentic human with personal name and unique bio, but lacks strong investor keywords; bio mentions tech interest, which is a mild signal, but no explicit investment or entrepreneurial terms.",https://x.com/konspieracy
PundtstevenTX,Steven Pundt,431,119,30,True,"Authentic human with specific technical expertise in automotive/marine engineering and EV optimization, but lacks direct investor/alpha signals like 'Investor' or 'VC' keywords; may be a professional peer rather than a financial investor.",https://x.com/PundtstevenTX
Katystudt,TechKatystudt Mechazilla,414,1073,30,True,"Authentic human with specific interests in technology, 3D printing, and SpaceX-related projects (Mechazilla, Starbase). Bio shows personal details and niche expertise, but lacks direct investor keywords like 'investor', 'VC', or 'entrepreneur'. Suitable for DM as a peer in tech/engineering fields.",https://x.com/Katystudt
Laksh_Kanojiya,Master 𝘅,356,752,30,True,"Authentic human with personal bio expressing values and motivation, but lacks direct investor keywords; bio focuses on camaraderie and action, not financial or professional signals.",https://x.com/Laksh_Kanojiya
Sivateja,Dr teja,341,955,30,True,"Authentic human with personal bio about exploration and open-mindedness, but lacks direct investor keywords or signals; low investor score due to no mention of investing, business, or tech interests.",https://x.com/Sivateja
riazulrahil,Riazul Islam Rahil,326,1419,30,True,"Authentic human with personal details (Founder, Creative Director, specific company @motioncraftsco, interests in filmmaking, science, tech). Bio lacks direct investor keywords (e.g., investor, angel, VC, crypto), but shows entrepreneurial and tech interest, making DM suitable for professional networking.",https://x.com/riazulrahil
dicoangelo,Dico,310,610,30,True,"Authentic human with personal links in bio and balanced follower/following ratio, but lacks explicit investor keywords or signals; bio is minimal without clear professional or investment focus.",https://x.com/dicoangelo
DJWJR11,DJWJR,322,82,30,True,"Authentic human with personal details (family, hobbies, generation), but lacks direct investor keywords; interests in markets and news provide some relevance.",https://x.com/DJWJR11
anrotz,anrot,305,233,30,True,"Authentic human with unique personal interests (Internet Researcher, Collector, Early Vine Adopter, Nostalgia/Physical Media Enthusiast), but lacks direct investor/alpha signals; bio focuses on research and hobbies rather than investment or entrepreneurial keywords.",https://x.com/anrotz
MackHC,MackHC,280,454,30,True,"Authentic human with personal details (veteran, father, husband, small business owner), but lacks direct investor/alpha keywords; low investor signal despite genuine profile.",https://x.com/MackHC
ericbdahlgren,🇺🇸 Eric Brooks Dahlgren,278,171,30,True,"Authentic human with personal name, location flag, and specific interests (Tech Enthusiast). Low investor signal due to generic bio lacking keywords like investor, founder, or crypto; moderate follower count suggests real engagement.",https://x.com/ericbdahlgren
valentinvaleanu,Valentin Văleanu,268,1091,30,True,"Authentic human with unique bio detailing professional roles (AI Developer, Azure/Entra Specialist) and personal interests (First Principles Thinker, Open Source Advocate). No bot-like generic content. Low investor signal as bio focuses on tech development rather than investment keywords; may be a peer in tech but not a clear investor/alpha user.",https://x.com/valentinvaleanu
Config_Tsushima,Config,263,1009,30,True,"Bio shows unique personal interests (typography, data visualization, tech, astronomy) and self-identification as 'Technical and Hands-on Human', indicating authenticity. Low investor signal due to lack of keywords like investor, founder, or crypto; focus is on technical/creative fields rather than investment or business.",https://x.com/Config_Tsushima
RitikBheda,Ritik Bheda,254,973,30,True,"Authentic human with personal details (keyboard-man, working at bank, specific project links). Low investor signal due to lack of keywords like investor, founder, or crypto; bio focuses on resume generation and website traffic, not investment activities.",https://x.com/RitikBheda
BuilderDZ,BuilderDZ,247,416,30,True,"Bio shows personal interests (AI, memes, robots, games) with unique phrasing, indicating authenticity. Limited investor signals; keywords like 'AI solutions enthusiast' suggest tech interest but no direct investor terms like 'Investor' or 'Founder'. DM suitability moderate as a peer in tech/AI space.",https://x.com/BuilderDZ
barorcarl,Bart Carlson,236,213,30,True,"Authentic human with personal name and bio expressing unique interests in sustainability and abundance, but lacks direct investor keywords or strong alpha signals; low investor score due to absence of terms like investor, founder, or crypto.",https://x.com/barorcarl
skyisuniverse,Sky Universe,233,1236,30,True,"Authentic human with personal name change detail (formerly Vahan Minasian) and multiple links suggesting real activity, but bio lacks explicit investor keywords; low investor signal based on provided info.",https://x.com/skyisuniverse
11_shark_9pool,NomadwithaCause,232,151,30,True,"Authentic human with personal details (e.g., 'NomadwithaCause', political references, humor), but lacks clear investor/alpha signals; bio focuses on social media engagement and interests without keywords like investor, founder, or crypto.",https://x.com/11_shark_9pool
lukeanderson_,Luke Anderson,204,169,30,True,"Authentic human with personal details (name, location flags), but bio lacks investor-specific keywords; low investor signal based on provided data.",https://x.com/lukeanderson_
Michelle382650,Michelle Rose,204,167,30,True,"Authentic human with unique personal details (creator of reality TV shows, Jewish identity, support for Israel), but lacks direct investor/alpha signals; bio focuses on entertainment and personal beliefs, not investment or business keywords.",https://x.com/Michelle382650
thexapien,Xapien,188,397,30,True,"Authentic human with unique bio and personal details (IT Specialist, Unbounded Thoughts), but lacks strong investor/alpha signals; bio does not include keywords like investor, founder, or crypto, making DM suitability moderate for professional peer engagement.",https://x.com/thexapien
LeonSosa12,Leon Sosa,162,391,30,True,"Authentic human with personal details (engineer, physicist, programmer) and diverse interests, but lacks direct investor/alpha signals like 'Investor' or 'Crypto' keywords; bio focuses on learning and passion, not financial or entrepreneurial themes.",https://x.com/LeonSosa12
dericdgonzalez,Eric David D’Acosta GONZÁLEZ,145,507,30,True,"Authentic human with unique personal details (former White House NCO USMC, specific business ventures), but lacks direct investor/alpha signals like 'Investor' or 'Crypto'; bio focuses on past roles and legal issues, not current investment activities.",https://x.com/dericdgonzalez
egy_ee,Gon,128,594,30,True,"Authentic human with unique bio referencing Elon Musk and Grok, but lacks direct investor keywords; low investor signal due to focus on humor and tech commentary rather than investment or professional roles.",https://x.com/egy_ee
Vincent2112_,Vincent2112,119,173,30,True,"Bio shows personal, poetic expression with unique phrases and interests (EXPLORER, QUESTION EVERYTHING), indicating authenticity. No direct investor keywords, but potential for DM suitability as a thoughtful individual.",https://x.com/Vincent2112_
AadityaCodesAI,Aaditya Bansal,78,659,30,True,"Authentic human with specific role (AI tutor at xAI) and personal name, but bio lacks direct investor/alpha signals; focus is on AI/tech, not investment-related keywords.",https://x.com/AadityaCodesAI
trevthefoolish,trev,65,157,30,True,"Bio 'human-in-the-loop' suggests authenticity with a unique, personal touch, but lacks explicit investor keywords; follower/following ratio and tweet count indicate active human user, though investor signals are minimal.",https://x.com/trevthefoolish
Functional_Nerd,functional_n3rd,54,602,30,True,"Authentic human with unique bio about duck rice farming, but lacks direct investor/alpha signals; low follower count and high following ratio may indicate limited influence.",https://x.com/Functional_Nerd
surbhit0940,Surbhit aggarwal,46,186,30,True,"Authentic human with personal interests (Personal Finance, Running, Music, etc.) and a unique bio, but lacks direct investor/alpha signals; investor score low due to absence of keywords like Investor, Angel, VC, or specific financial/tech focus.",https://x.com/surbhit0940
Techbjurn,Techbjurn,42,51,30,True,"Authentic human with unique bio ('PhD troll 🧌 tech bro') and personal details, but lacks clear investor/alpha signals; bio suggests tech interest but no explicit keywords like investor, founder, or crypto, making DM suitability moderate.",https://x.com/Techbjurn
mahckin,OMAC,36,390,30,True,"Authentic human with personal bio about influencing change and rational thinking, but lacks direct investor/alpha keywords; low follower count and high following ratio suggest limited influence.",https://x.com/mahckin
wangheihei0624,Tian,35,447,30,True,"Bio indicates a human professional in robotics PR with specific industry focus, but lacks direct investor keywords or high-value signals for investment context.",https://x.com/wangheihei0624
hamadbizvideos,Hamad,35,105,30,True,"Authentic human with personal details (Electrical engineer, name Hamad) and specific interests (video content for business growth). Low investor signal as bio focuses on content creation rather than investment keywords; may be a potential user but not a high-value investor.",https://x.com/hamadbizvideos
